OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
207018,Rare hereditary metabolic disease with peripheral neuropathy,Category,Group of disorders,,,,,C5680814,,,,,,
2015,Cleft palate-short stature-vertebral anomalies syndrome,Malformation syndrome,Disorder,,0016065,Q87.0,,C4304704,,,1392,Cleft palate-short stature-vertebral anomalies syndrome,"Infancy, Neonatal",Autosomal dominant
207028,Cerebellar ataxia with peripheral neuropathy,Category,Group of disorders,,,G60.2,,C5680815,,,,,,
2427,Macrocephaly-short stature-paraplegia syndrome,Malformation syndrome,Disorder,,0016571,Q87.1,,C2931595,C537718,,172,Macrocephaly-short stature-paraplegia syndrome,Adult,Unknown
207025,Rare hereditary neurologic disease with peripheral neuropathy,Category,Group of disorders,,,,,C5680816,,,,,,
2898,X-linked intellectual disability-plagiocephaly syndrome,Malformation syndrome,Disorder,,0010237,Q87.0,300064,C2931516,C537512,,2765,X-linked intellectual disability-plagiocephaly syndrome,"Infancy, Neonatal",X-linked recessive
207009,OBSOLETE: Acquired rod-body myopathy,Category,Group of disorders,,,,,,,,,,,
207006,OBSOLETE: Acquired amyloid myopathy,Category,Group of disorders,,,,,,,,,,,
1474,Colobomatous-microphthalmia-heart disease-hearing loss syndrome,Malformation syndrome,Disorder,,,,,C2931818,,,,,,
207015,Rare hereditary disease with peripheral neuropathy,Category,Group of disorders,,,,,C5680817,,,,,,
207012,Spinal muscular atrophy associated with central nervous system anomaly,Clinical group,Group of disorders,,,,,C5680818,,,,,,
206997,Parasitic myositis,Category,Group of disorders,,0016128,,,C0263997,,,,Parasitic myositis,All ages,
1789,OBSOLETE: Craniofacial dysostosis-arthrogryposis-progeroid appearance syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
206994,Bacterial myositis,Disease,Disorder,FB30,0016127,M60.0,,C0263979,,10085526,,Bacterial myositis,All ages,
207003,OBSOLETE: Endocrine myopathy,Category,Group of disorders,,,,,,,,,,,
2349,Muscular pseudohypertrophy-hypothyroidism syndrome,Disease,Disorder,5A00.0Y,0016521,E03.1,,C0270958,C537211,10090560,8270,Muscular pseudohypertrophy-hypothyroidism syndrome,Childhood,
207000,Fungal myositis,Disease,Disorder,FB30,0016130,M60.0,,C0410251,,10086251,,Fungal myositis,All ages,
206985,OBSOLETE: Drug and/or toxic myopathy,Category,Group of disorders,,,,,,,,,,,
1423,Lethal recessive chondrodysplasia,Malformation syndrome,Disorder,FB82.Y,0015425,Q78.8,,C4304745,,,3399,Lethal recessive chondrodysplasia,"Infancy, Neonatal",Autosomal recessive
206982,Muscular tumor,Category,Group of disorders,,,,,C0282606,D019042,10070956,,,,
2183,Hydrocephalus-obesity-hypogonadism syndrome,Malformation syndrome,Disorder,,0016346,Q87.1,,C4303476,,,2775,Hydrocephalus-obesity-hypogonadism syndrome,"Infancy, Neonatal",X-linked recessive
206991,Viral myositis,Disease,Disorder,FB30,0016126,M60.0,,C0150005,,10051512,,Viral myositis,All ages,
206988,"Infectious, fungal or parasitic myopathy",Category,Group of disorders,FB30,,,,C5680819,,,,,,
209007,Systemic inflammatory disease associated with an acquired peripheral neuropathy,Category,Group of disorders,,,,,C5680820,,,,,,
209010,Peripheral neuropathy associated with monoclonal gammopathy,Category,Group of disorders,,,,,C5680821,,,,,,
1114,Aplasia cutis congenita,Malformation syndrome,Disorder,LC60,0007145,Q84.8,107600,C0282160,,10002963,5835,Aplasia cutis congenita,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable"
208999,Paraneoplastic sensory ganglionopathy,Disease,Disorder,8E4A.1,0016174,G60.8,,C5679792,,,,,,
3271,Radio-ulnar synostosis-retinal pigment abnormalities syndrome,Malformation syndrome,Disorder,,,,,C2931149,C536270,,,,,
209004,Polyneuropathy associated with IgM monoclonal gammopathy,Disease,Disorder,,0016176,G61.8,,C5680822,,,,Polyneuropathy associated with IgM monoclonal gammopathy,"Adult, Elderly",Not applicable
1530,OBSOLETE: Craniosynostosis-cataract syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
208989,Non-paraneoplastic sensory ganglionopathy,Disease,Disorder,,0016173,G60.8,,C5679793,,,,,,
208994,OBSOLETE: Other ganglionopathy related to autoimmune diseases,Category,Group of disorders,,,,,,,,,,,
208981,OBSOLETE: Polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammopathy without known antibodies,Disease,Disorder,,,,,,,,,,,
208984,Acquired sensory ganglionopathy,Category,Group of disorders,,,,,C5679794,,,,,,
1894,Ectrodactyly-spina bifida-cardiopathy syndrome,Malformation syndrome,Disorder,,,,,C2931393,,,,,,
208974,Chronic acquired demyelinating polyneuropathy,Clinical group,Group of disorders,,,,,C5848284,,,,,,
1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Malformation syndrome,Disorder,,0015230,Q87.8,,C4304035,,,717,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,"Infancy, Neonatal",Autosomal recessive
208978,Chronic polyradiculoneuropathy,Clinical group,Group of disorders,,,,,C5680824,,,,,,
208600,OBSOLETE: Papillary fibroelastoma of the heart,Disease,Disorder,,,,,,,,,,,
2184,Hydrocephaly-low insertion umbilicus syndrome,Malformation syndrome,Disorder,,0043164,Q87.0,,C2931734,C538107,,4199,Hydrocephaly-low insertion umbilicus syndrome,Neonatal,
208650,NLRP3-associated autoinflammatory disease,Clinical group,Group of disorders,4A60.1,0016168,,,C2316212,D056587,10068850,10927,NLRP3-associated autoinflammatory disease,"Adolescent, Childhood, Infancy, Neonatal","Autosomal dominant, Not applicable"
1779,Dysmorphism-cleft palate-loose skin syndrome,Malformation syndrome,Disorder,,0015782,Q87.0,,C4706366,,,2009,Dysmorphism-cleft palate-loose skin syndrome,"Antenatal, Neonatal",
1272,Aymé-Gripp syndrome,Malformation syndrome,Disorder,,0011049,Q87.8,601088,C0795941,C537933,,958,Aymé-Gripp syndrome,"Infancy, Neonatal",Autosomal recessive
208593,Genetic hypoparathyroidism,Category,Group of disorders,,,,,C5680825,,,,,,
208596,Genetic hyperparathyroidism,Category,Group of disorders,,,,,C5680826,,,,,,
208513,Spinocerebellar ataxia type 29,Disease,Disorder,8A03.16,0007298,G11.0,117360,C1861732,C537206,,10480,Spinocerebellar ataxia type 29,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
3331,OBSOLETE: Bowed tibiae-radial anomalies-osteopenia-fractures syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
208524,Herpetiform pemphigus,Disease,Disorder,,0016164,L10.8,,C4749730,,,,,,
1485,"Arthrogryposis-hyperkeratosis syndrome, lethal form",Malformation syndrome,Disorder,,0008826,Q68.8,208158,C1859710,C535883,,3053,"Arthrogryposis-hyperkeratosis syndrome, lethal form",Neonatal,Unknown
208508,Autosomal dominant cerebellar ataxia type II,Clinical group,Group of disorders,,,,,C5848204,,,,Autosomal dominant cerebellar ataxia type II,,Autosomal dominant
208447,Bilateral generalized polymicrogyria,Clinical subtype,Subtype of disorder,LA05.50,0013907,Q04.3,,C5139324,,,10786,Bilateral generalized polymicrogyria,"Antenatal, Infancy, Neonatal",Autosomal dominant
3051,Nicolaides-Baraitser syndrome,Malformation syndrome,Disorder,,0011053,Q87.1,601358,C1303073,C536116,,270,Nicolaides-Baraitser syndrome,"Infancy, Neonatal",Autosomal dominant
208444,Bilateral frontal polymicrogyria,Clinical subtype,Subtype of disorder,LA05.50,0016162,Q04.3,,C5437679,,,10783,Bilateral frontal polymicrogyria,"Antenatal, Infancy, Neonatal",
208441,Bilateral parasagittal parieto-occipital polymicrogyria,Clinical subtype,Subtype of disorder,LA05.50,0012986,Q04.3,612691,C5437680,,,10785,Bilateral parasagittal parieto-occipital polymicrogyria,"Antenatal, Infancy, Neonatal",Autosomal recessive
1134,Isolated arrhinia,Malformation syndrome,Disorder,LA70.0,0015237,Q30.1,,C0265740,C537438,,364,Isolated arrhinia,"Antenatal, Neonatal",Not applicable
1664,OBSOLETE: Embryonary disorganization syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
1768,Familial caudal dysgenesis,Malformation syndrome,Disorder,,0010831,Q87.8,,C2931053,C535879,,215,Familial caudal dysgenesis,"Infancy, Neonatal",Autosomal dominant
207122,Qualitative or quantitative defects of fukutin,Category,Group of disorders,,,,,C5681836,,,,,,
2204,"Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",Clinical subtype,Subtype of disorder,LD24.1Y,0100527,M89.8,,C5780027,,,,"Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",Antenatal,
207119,Qualitative or quantitative defects of FKRP,Category,Group of disorders,,0016156,,,C5680827,,,,,,
207113,Qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan,Category,Group of disorders,,0016155,,,C5679795,,,,,,
2963,"Progeroid syndrome, Petty type",Clinical subtype,Subtype of disorder,,0012853,E34.8,612289,C2676780,C567360,,4497,"Progeroid syndrome, Petty type",Neonatal,Autosomal dominant
207110,Qualitative or quantitative defects of myotubularin,Category,Group of disorders,,,,,C5680828,,,,,,
207107,Qualitative or quantitative defects of TRIM32,Category,Group of disorders,,0016153,,,C5680829,,,,,,
2619,"Brachydactylous dwarfism, Mseleni type",Disease,Disorder,LD24.3,0013232,Q77.7,613342,C2931420,C537086,,960,"Brachydactylous dwarfism, Mseleni type",Childhood,Unknown
207104,Qualitative or quantitative defects of calpain,Category,Group of disorders,,,,,C5680830,,,,,,
207101,Qualitative or quantitative defects of perlecan,Category,Group of disorders,,0016151,,,C5680831,,,,,,
1541,"Craniosynostosis, Boston type",Malformation syndrome,Disorder,LD24.GY,0011481,Q75.8,604757,C1858160,C565753,,5538,"Craniosynostosis, Boston type","Infancy, Neonatal",Autosomal dominant
1415,Hardikar syndrome,Malformation syndrome,Disorder,,0012997,Q87.8,301068,C0795969,C535632,,9280,Hardikar syndrome,Neonatal,X-linked dominant
2151,Hirschsprung disease-ganglioneuroblastoma syndrome,Malformation syndrome,Disorder,,0013082,Q43.1,,C5191058,C538119,,2695,Hirschsprung disease-ganglioneuroblastoma syndrome,Neonatal,
2653,OBSOLETE: Osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
209335,Autosomal dominant adult-onset proximal spinal muscular atrophy,Disease,Disorder,8B61.Y,0008453,G12.1,182980,C1854058,C566673,,,Autosomal dominant adult-onset proximal spinal muscular atrophy,"Adult, Elderly",Autosomal dominant
209341,DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy,Etiological subtype,Subtype of disorder,,0008026,G12.1,158600,C5780022,C563560,,13519,DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy,"Adult, Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
209185,Qualitative or quantitative defects of beta-myosin heavy chain (MYH7),Category,Group of disorders,,0016195,,,C5680832,,,,,,
1773,Sacrococcygeal dysgenesis association,Malformation syndrome,Disorder,,,,,,,,,,,
209188,Qualitative or quantitative defects of emerin,Category,Group of disorders,,,,,C5680833,,,,,,
3167,Siegler-Brewer-Carey syndrome,Malformation syndrome,Disorder,CB40.Y,0017849,J98.8,,C2931473,C537335,,4867,Siegler-Brewer-Carey syndrome,"Infancy, Neonatal",Autosomal recessive
209193,Qualitative or quantitative defects of selenoprotein N1,Category,Group of disorders,,0016197,,,C5680834,,,,,,
209196,Qualitative or quantitative defects of plectin,Category,Group of disorders,,0016198,,,C5680835,,,,,,
209199,Qualitative or quantitative defects of protein SERCA1,Category,Group of disorders,,0016199,,,C5680836,,,,,,
209203,Qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase -,Category,Group of disorders,,,,,C5680837,,,,,,
209224,Myotilinopathy,Category,Group of disorders,8C76,,,,,C563775,,,,,
209044,Qualitative or quantitative defects of alphaB-cristallin,Category,Group of disorders,,0016188,,,C5680838,,,,,,
1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Malformation syndrome,Disorder,,0015259,Q87.8,,C4707567,,,5036,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Neonatal,
209041,Qualitative or quantitative defects of desmin,Category,Group of disorders,,0016187,,,C5680839,,,,,,
2547,Microphthalmia-microtia-fetal akinesia syndrome,Malformation syndrome,Disorder,,0043143,Q68.8,,C2931224,C536513,,3650,Microphthalmia-microtia-fetal akinesia syndrome,"Antenatal, Neonatal",
209050,Qualitative or quantitative defects of protein ZASP,Category,Group of disorders,,0016190,,,C5680840,,,,,,
209047,Qualitative or quantitative defects of filamin C,Category,Group of disorders,,0016189,,,C5680841,,,,,,
209056,Qualitative or quantitative defects of telethonin,Category,Group of disorders,,0016192,,,C5680842,,,,,,
209053,Qualitative or quantitative defects of titin,Category,Group of disorders,,0016191,,,C5680843,,,,,,
209182,Qualitative or quantitative defects of nebulin,Category,Group of disorders,,0016194,,,C5680844,,,,,,
1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome,Malformation syndrome,Disorder,,0015781,Q87.8,,C2931522,C537529,,4778,Facial dysmorphism-shawl scrotum-joint laxity syndrome,Neonatal,
209059,Qualitative or quantitative defects of alpha-actin,Category,Group of disorders,,0016193,,,C5680845,,,,,,
3074,Intellectual disability-short stature-hypertelorism syndrome,Malformation syndrome,Disorder,,0017668,Q87.8,,C4749650,,,3514,Intellectual disability-short stature-hypertelorism syndrome,Childhood,
2649,Short stature-intellectual disability-eye anomalies-cleft lip/palate syndrome,Malformation syndrome,Disorder,,,,243310,C2930979,,,,,,
209016,Hematological disease associated with an acquired peripheral neuropathy,Category,Group of disorders,,,,,C5680846,,,,,,
1258,OBSOLETE: Blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
209013,Acquired amyloid peripheral neuropathy,Category,Group of disorders,,,,,C5680847,,,,,,
209024,"Qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase",Category,Group of disorders,,,,,C5679796,,,,,,
2161,OBSOLETE: Holoacardius amorphus,Malformation syndrome,Disorder,,,,,,,,,,,
1759,Thoraco-abdominal enteric duplication,Malformation syndrome,Disorder,LD2F.1Y,0015774,Q43.4,,C4518084,,,5181,Thoraco-abdominal enteric duplication,Infancy,
209019,Solid tumor associated with an acquired peripheral neuropathy,Category,Group of disorders,,,,,C5680848,,,,,,
209030,Qualitative or quantitative defects of protein O-mannosyltransferase 1,Category,Group of disorders,,0016184,,,C5680849,,,,,,
209027,Qualitative or quantitative defects of protein glycosyltransferase-like,Category,Group of disorders,,,,,C5680850,,,,,,
209038,Qualitative or quantitative defects of myofibrillar proteins,Category,Group of disorders,,0016186,,,C5680851,,,,,,
209033,Qualitative or quantitative defects of protein O-mannosyltransferase 2,Category,Group of disorders,,0016185,,,C5680852,,,,,,
489,NON RARE IN EUROPE: Thyroglossal duct cyst,Morphological anomaly,Disorder,,,,,,,,,,,
1167,OBSOLETE: Facial asymmetry-temporal seizures syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
210110,Intermediate osteopetrosis,Malformation syndrome,Disorder,LD24.10,0012679,Q78.2,611497,C0432261,,,4156,Intermediate osteopetrosis,Childhood,Autosomal recessive
3405,Umbilical cord ulceration-intestinal atresia syndrome,Malformation syndrome,Disorder,LD2F.1Y,0018085,Q43.8,,C4304396,C536938,,5403,Umbilical cord ulceration-intestinal atresia syndrome,Antenatal,Unknown
210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Disease,Disorder,4A00.Y,0013021,D84.8,612852,C2748507,C557815,10072224,10516,Sterile multifocal osteomyelitis with periostitis and pustulosis,"Infancy, Neonatal",Autosomal recessive
1884,Ectopia lentis-chorioretinal dystrophy-myopia syndrome,Disease,Disorder,LA12.Y,0015997,Q15.8,,C2931115,C536124,,3999,Ectopia lentis-chorioretinal dystrophy-myopia syndrome,"Infancy, Neonatal",Autosomal recessive
209981,IRIDA syndrome,Disease,Disorder,3A00.Y,0008788,D50.8,206200,C0085576,C562385,,10957,IRIDA syndrome,"Infancy, Neonatal",Autosomal recessive
209989,NON RARE IN EUROPE: Non-papillary transitional cell carcinoma of the bladder,Disease,Disorder,,0016211,,,C5679798,,,,,,
1459,Celiac disease-epilepsy-cerebral calcification syndrome,Disease,Disorder,,0009187,G40.8,226810,C4302597,,,2166,Celiac disease-epilepsy-cerebral calcification syndrome,Childhood,Not applicable
3360,OBSOLETE: Trichodermal syndrome-intellectual disability syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
210133,Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,Disease,Disorder,,0016213,Q82.8,,C4751169,,,,Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,"Infancy, Neonatal",Autosomal dominant
210136,Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome,Disease,Disorder,DB99.Y,0016214,J84.1,,C4510085,,,,Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome,Adult,Unknown
2582,Myalgia-eosinophilia syndrome associated with tryptophan,Malformation syndrome,Disorder,4A43.Y,0016822,M35.8,,C1275050,D016603,10014952,,Myalgia-eosinophilia syndrome associated with tryptophan,All ages,Not applicable
210122,Congenital alveolar capillary dysplasia,Disease,Disorder,CB04.0,0009934,Q33.6,265380,C2677362,C536590,10077023,8644,Congenital alveolar capillary dysplasia,"Infancy, Neonatal",Autosomal dominant
210128,Urocanic aciduria,Disease,Disorder,5C50.21,0010167,E70.8,276880,C0268514,C536479,,8539,Urocanic aciduria,"Infancy, Neonatal",Autosomal recessive
2254,Pontocerebellar hypoplasia type 1,Malformation syndrome,Disorder,LD20.01,0016396,Q04.3,616081,C5442006,C548069,,10704,Pontocerebellar hypoplasia type 1,Neonatal,Autosomal recessive
209959,Phacoanaphylactic uveitis,Disease,Disorder,9A96.Y,0016207,H20.2,,C1444621,,,,Phacoanaphylactic uveitis,Adult,Not applicable
209964,Solitary rectal ulcer syndrome,Disease,Disorder,DB33.0,0016208,K62.6,,C4274343,,,,Solitary rectal ulcer syndrome,Adult,Not applicable
209951,Autosomal spastic paraplegia type 18,Disease,Disorder,,0012639,G11.4,611225,C2749936,C567628,,4922,Autosomal spastic paraplegia type 18,"Childhood, Infancy","Autosomal dominant, Autosomal recessive"
